id,name,slug,category,product_type,price,importPrice,stock,status,rating,origin,viewCount,createdAt
44085e20-fa01-4cd2-9dba-260f8ea4205a,Giao Trinh 51,giao-trinh-51-4408,giao-trinh,sach-luu-tru,299000,209300.0,168,NEW,0.0,US,582,2025-07-02
6f7a1632-56a4-4fb0-afa0-74b5336488aa,Giao Trinh 52,giao-trinh-52-6f7a,giao-trinh,sach-luu-tru,257000,179900.0,23,SELLING,4.7,KR,100,2025-08-23
03c6711e-3a73-42f0-8039-2981dea47c37,Giao Trinh 53,giao-trinh-53-03c6,giao-trinh,sach-luu-tru,111000,77700.0,0,DISCONTINUED,4.1,FR,4201,2026-02-11
230afe8c-708e-431d-ad7e-d2047871507a,Giao Trinh 54,giao-trinh-54-230a,giao-trinh,sach-luu-tru,89000,62300.0,149,NEW,0.0,US,4354,2026-04-04
259da5f3-4fe4-4ce4-800e-a1aac36f6a99,Giao Trinh 55,giao-trinh-55-259d,giao-trinh,sach-luu-tru,69000,48300.0,0,OUT_OF_STOCK,4.2,GB,1709,2026-04-14
3e972469-476f-4f1a-b2df-061ad2992686,Giao Trinh 56,giao-trinh-56-3e97,giao-trinh,sach-luu-tru,96000,67200.0,0,OUT_OF_STOCK,4.1,US,1798,2025-10-18
99c2d23c-0d2a-4b41-a456-38df583a6f39,Giao Trinh 57,giao-trinh-57-99c2,giao-trinh,sach-luu-tru,235000,164500.0,39,NEW,0.0,JP,3558,2025-10-28
a626d743-36f5-4ac6-85b5-754f84054d36,Giao Trinh 58,giao-trinh-58-a626,giao-trinh,sach-luu-tru,91000,63700.0,0,OUT_OF_STOCK,3.5,CN,4069,2025-05-22
fbde4e9a-f0c0-49a7-bd56-f6bd5432ae25,Giao Trinh 59,giao-trinh-59-fbde,giao-trinh,sach-luu-tru,292000,204400.0,82,NEW,0.0,JP,3328,2025-06-28
a209b7e7-a54a-4d53-b7e6-4e394c46856f,Giao Trinh 60,giao-trinh-60-a209,giao-trinh,sach-luu-tru,141000,98700.0,19,SELLING,3.8,US,2978,2026-03-01
dde84862-53cf-4dd5-9476-3c311caac2cd,Giao Trinh 61,giao-trinh-61-dde8,giao-trinh,sach-luu-tru,88000,61600.0,78,NEW,0.0,CN,457,2025-05-29
e668649e-9b59-4cf7-bcfe-cd05856449bb,Giao Trinh 62,giao-trinh-62-e668,giao-trinh,sach-luu-tru,252000,176400.0,0,OUT_OF_STOCK,4.8,KR,1725,2025-10-16
d8b6649f-cfbf-48ec-9fc6-9b374927bf8c,Giao Trinh 63,giao-trinh-63-d8b6,giao-trinh,sach-luu-tru,147000,102900.0,13,NEW,0.0,FR,4761,2025-10-12
be416945-f12f-4cd3-a45c-7057740cc584,Giao Trinh 64,giao-trinh-64-be41,giao-trinh,sach-luu-tru,267000,186900.0,157,SELLING,3.7,JP,919,2026-01-29
c42f6791-1eee-46dd-8eed-4fde6091589c,Giao Trinh 65,giao-trinh-65-c42f,giao-trinh,sach-luu-tru,294000,205800.0,191,SELLING,3.6,FR,2441,2026-05-08
a58846e6-d48d-4bb3-8ad4-745a8228582b,Giao Trinh 66,giao-trinh-66-a588,giao-trinh,sach-luu-tru,246000,172200.0,109,NEW,0.0,VN,2091,2026-01-23
8e9856b4-2bc8-4c71-bb59-118e7b5b6b13,Giao Trinh 67,giao-trinh-67-8e98,giao-trinh,sach-luu-tru,72000,50400.0,155,NEW,0.0,JP,2705,2026-01-29
e0b7b845-8579-4ae7-bb7b-bb30de026eed,Giao Trinh 68,giao-trinh-68-e0b7,giao-trinh,sach-luu-tru,95000,66500.0,48,NEW,0.0,KR,444,2025-12-02
71a65dbb-ae1b-401a-bed7-9a6cb97e2c6e,Giao Trinh 69,giao-trinh-69-71a6,giao-trinh,sach-luu-tru,210000,147000.0,11,NEW,0.0,JP,4760,2026-01-11
45338b90-aa68-47d7-bd59-73e10a4c368b,Giao Trinh 70,giao-trinh-70-4533,giao-trinh,sach-luu-tru,279000,195300.0,60,NEW,0.0,US,1865,2025-11-19
8c875db8-e8e7-422d-8a87-f8dad19c5e6e,Giao Trinh 71,giao-trinh-71-8c87,giao-trinh,sach-luu-tru,109000,76300.0,73,NEW,0.0,CN,1729,2025-06-03
29e09245-c7f7-4470-ba4d-e92abeb74a06,Giao Trinh 72,giao-trinh-72-29e0,giao-trinh,sach-luu-tru,189000,132300.0,161,NEW,0.0,JP,493,2025-06-11
aaf97f4c-3538-424e-85e5-927454266c2b,Giao Trinh 73,giao-trinh-73-aaf9,giao-trinh,sach-luu-tru,157000,109900.0,50,NEW,0.0,GB,3321,2025-05-21
4f46ade8-c483-4d1c-89de-5f60226110b6,Giao Trinh 74,giao-trinh-74-4f46,giao-trinh,sach-luu-tru,228000,159600.0,0,OUT_OF_STOCK,3.6,KR,1333,2025-08-17
8bb7cd4d-1fb2-4f13-a8c3-fb67cbc54fa6,Giao Trinh 75,giao-trinh-75-8bb7,giao-trinh,sach-luu-tru,92000,64400.0,146,NEW,0.0,US,215,2026-01-30
964cb75f-e5b4-43fa-ac37-5576e0de4b76,Giao Trinh 76,giao-trinh-76-964c,giao-trinh,sach-luu-tru,229000,160300.0,200,NEW,0.0,KR,2552,2025-12-04
045b0d65-62d7-4459-afc6-f0aafb750229,Giao Trinh 77,giao-trinh-77-045b,giao-trinh,sach-luu-tru,248000,173600.0,0,OUT_OF_STOCK,3.7,VN,113,2025-05-10
8dfc87df-c827-4cad-8695-d7f2a353d40f,Giao Trinh 78,giao-trinh-78-8dfc,giao-trinh,sach-luu-tru,278000,194600.0,180,SELLING,4.2,KR,1301,2026-01-29
8c15b6e7-8c78-493b-acb3-ded94b7f810f,Giao Trinh 79,giao-trinh-79-8c15,giao-trinh,sach-luu-tru,281000,196700.0,13,SELLING,4.0,CN,2488,2026-03-21
c2c71061-376c-4257-bae1-daa94d0cb85a,Giao Trinh 80,giao-trinh-80-c2c7,giao-trinh,sach-luu-tru,280000,196000.0,55,SELLING,3.9,KR,4173,2026-04-27
a792fa7d-500b-43be-a015-154d56822be1,Giao Trinh 81,giao-trinh-81-a792,giao-trinh,sach-luu-tru,282000,197400.0,0,OUT_OF_STOCK,4.4,JP,4891,2025-07-22
a8e94710-75eb-4a93-a8da-1bc68db364e3,Giao Trinh 82,giao-trinh-82-a8e9,giao-trinh,sach-luu-tru,80000,56000.0,0,DISCONTINUED,4.3,FR,1734,2025-12-04
0be1889e-fb62-414c-b1ca-87da1009a8d6,Giao Trinh 83,giao-trinh-83-0be1,giao-trinh,sach-luu-tru,270000,189000.0,36,NEW,0.0,US,1511,2025-06-20
82a72686-a7f6-49ca-816f-44877f6fc08a,Giao Trinh 84,giao-trinh-84-82a7,giao-trinh,sach-luu-tru,162000,113400.0,0,OUT_OF_STOCK,4.7,KR,4915,2025-06-29
2f9a0030-f14d-4441-99fd-2da8df766e91,Giao Trinh 85,giao-trinh-85-2f9a,giao-trinh,sach-luu-tru,183000,128100.0,93,NEW,0.0,FR,546,2026-04-21
76e02404-eb29-4e17-a920-7de5c4aab3c7,Giao Trinh 86,giao-trinh-86-76e0,giao-trinh,sach-luu-tru,134000,93800.0,148,SELLING,4.3,FR,2285,2025-10-24
415c59fa-c908-4568-a86a-6a3ea64e080a,Giao Trinh 87,giao-trinh-87-415c,giao-trinh,sach-luu-tru,135000,94500.0,0,DISCONTINUED,4.0,KR,383,2026-02-26
689c901c-a5c1-4523-afc1-eb768e63d3ca,Giao Trinh 88,giao-trinh-88-689c,giao-trinh,sach-luu-tru,217000,151900.0,184,NEW,0.0,JP,1876,2025-09-22
cb7e7a77-d9a2-44fa-a5b7-c91af2997252,Giao Trinh 89,giao-trinh-89-cb7e,giao-trinh,sach-luu-tru,80000,56000.0,66,SELLING,4.9,FR,4537,2025-06-25
2aab17bf-f037-4d93-827d-0dd015c53d84,Giao Trinh 90,giao-trinh-90-2aab,giao-trinh,sach-luu-tru,187000,130900.0,0,OUT_OF_STOCK,4.2,VN,3423,2026-03-17
b847e99a-6700-4da5-99ce-9a94dea10650,Giao Trinh 91,giao-trinh-91-b847,giao-trinh,sach-luu-tru,244000,170800.0,0,DISCONTINUED,4.1,CN,3190,2026-02-01
857b4475-9180-4b8b-8925-fb7ea4f4ccf5,Giao Trinh 92,giao-trinh-92-857b,giao-trinh,sach-luu-tru,172000,120400.0,143,SELLING,4.1,VN,4292,2026-01-20
e67faac0-0b30-49f8-999f-b94ce582a0b1,Giao Trinh 93,giao-trinh-93-e67f,giao-trinh,sach-luu-tru,152000,106400.0,161,NEW,0.0,TH,1039,2025-09-27
1e3851ff-db3b-4573-9a61-79164ef01c18,Giao Trinh 94,giao-trinh-94-1e38,giao-trinh,sach-luu-tru,151000,105700.0,142,NEW,0.0,KR,30,2025-05-31
f3478f08-4184-40a4-ab1a-d74b7f20fc5e,Giao Trinh 95,giao-trinh-95-f347,giao-trinh,sach-luu-tru,282000,197400.0,0,DISCONTINUED,4.1,JP,3093,2025-07-24
c49f82dc-92ee-4c52-a13c-8cfd717a5691,Giao Trinh 96,giao-trinh-96-c49f,giao-trinh,sach-luu-tru,66000,46200.0,0,OUT_OF_STOCK,4.0,CN,1378,2025-10-19
73b65495-c9c7-4e6d-99a4-1ae0994064f5,Giao Trinh 97,giao-trinh-97-73b6,giao-trinh,sach-luu-tru,182000,127400.0,101,SELLING,4.3,JP,723,2025-06-21
4209493b-e58d-4e30-9929-7dbdcf51a279,Giao Trinh 98,giao-trinh-98-4209,giao-trinh,sach-luu-tru,191000,133700.0,0,DISCONTINUED,4.1,KR,81,2025-09-24
8dccdf6c-01a6-491d-8ff0-5e4f8aa27efc,Giao Trinh 99,giao-trinh-99-8dcc,giao-trinh,sach-luu-tru,144000,100800.0,102,SELLING,3.6,TH,1577,2025-12-19
78f1cf7c-983d-454f-b743-0ea8e97211d0,Giao Trinh 100,giao-trinh-100-78f1,giao-trinh,sach-luu-tru,249000,174300.0,184,SELLING,4.1,VN,4384,2025-06-17
897588cd-b5a2-4294-86dd-ff147c4cdd57,Tieu Thuyet 1,tieu-thuyet-1-8975,tieu-thuyet,sach-luu-tru,90000,63000.0,99,NEW,0.0,VN,824,2025-10-19
6515104d-33ab-4561-a4e3-0f825d35c77a,Tieu Thuyet 2,tieu-thuyet-2-6515,tieu-thuyet,sach-luu-tru,54000,37800.0,0,DISCONTINUED,4.5,VN,2028,2025-11-01
96a933fd-f98b-49e2-b2f5-05b1ac51a3be,Tieu Thuyet 3,tieu-thuyet-3-96a9,tieu-thuyet,sach-luu-tru,135000,94500.0,145,NEW,0.0,JP,218,2026-03-24
6604440d-1657-49d7-b470-5542d14e8fa4,Tieu Thuyet 4,tieu-thuyet-4-6604,tieu-thuyet,sach-luu-tru,237000,165900.0,0,DISCONTINUED,4.1,GB,1277,2026-03-31
24f3cbf8-5ea8-45c7-83b2-5ed1ad458130,Tieu Thuyet 5,tieu-thuyet-5-24f3,tieu-thuyet,sach-luu-tru,214000,149800.0,10,NEW,0.0,GB,3875,2025-10-08
f84159da-8909-457b-b1f4-a1e51509ffb2,Tieu Thuyet 6,tieu-thuyet-6-f841,tieu-thuyet,sach-luu-tru,294000,205800.0,34,SELLING,4.4,TH,3592,2026-01-25
2bc70034-e2af-4c1e-b264-35ca50266968,Tieu Thuyet 7,tieu-thuyet-7-2bc7,tieu-thuyet,sach-luu-tru,276000,193200.0,52,NEW,0.0,CN,2275,2025-09-15
7618b655-2518-4a7a-912f-9af4e67ddfca,Tieu Thuyet 8,tieu-thuyet-8-7618,tieu-thuyet,sach-luu-tru,160000,112000.0,10,NEW,0.0,JP,1962,2025-11-03
15e88825-31d1-41b5-9086-ea2d77deb4eb,Tieu Thuyet 9,tieu-thuyet-9-15e8,tieu-thuyet,sach-luu-tru,257000,179900.0,87,NEW,0.0,VN,2019,2026-04-09
f00b757f-45a9-4370-a977-6582e1f96eba,Tieu Thuyet 10,tieu-thuyet-10-f00b,tieu-thuyet,sach-luu-tru,220000,154000.0,141,SELLING,5.0,CN,949,2025-12-13
25088bfb-88ef-4527-bb6c-957bb8063cce,Tieu Thuyet 11,tieu-thuyet-11-2508,tieu-thuyet,sach-luu-tru,79000,55300.0,0,OUT_OF_STOCK,3.9,FR,1036,2026-04-15
3ee5e655-c36c-4029-a722-eaf669372245,Tieu Thuyet 12,tieu-thuyet-12-3ee5,tieu-thuyet,sach-luu-tru,265000,185500.0,136,NEW,0.0,KR,3374,2025-11-06
d11cb834-d3ab-4317-95c8-da6c845970b4,Tieu Thuyet 13,tieu-thuyet-13-d11c,tieu-thuyet,sach-luu-tru,114000,79800.0,0,DISCONTINUED,4.2,CN,1622,2026-03-14
f442cfed-fb86-4979-81f3-94eb4008780a,Tieu Thuyet 14,tieu-thuyet-14-f442,tieu-thuyet,sach-luu-tru,287000,200900.0,0,DISCONTINUED,4.1,KR,3929,2026-01-10
c479d6e1-31fa-4b32-9e52-0836d174544f,Tieu Thuyet 15,tieu-thuyet-15-c479,tieu-thuyet,sach-luu-tru,193000,135100.0,30,SELLING,4.0,VN,1375,2025-07-10
be32dd54-088a-4396-a9ff-73ab42126a1c,Tieu Thuyet 16,tieu-thuyet-16-be32,tieu-thuyet,sach-luu-tru,233000,163100.0,134,NEW,0.0,US,4046,2026-02-04
8b04512f-30f8-4bde-9949-fd1a1cd77077,Tieu Thuyet 17,tieu-thuyet-17-8b04,tieu-thuyet,sach-luu-tru,230000,161000.0,0,DISCONTINUED,4.4,FR,2081,2026-01-11
1d16ff72-f8b3-4d57-b05e-adf953bd305f,Tieu Thuyet 18,tieu-thuyet-18-1d16,tieu-thuyet,sach-luu-tru,117000,81900.0,0,DISCONTINUED,4.3,GB,1866,2025-11-08
2e0a83c0-8a1e-4c35-891e-cca92d4f41e0,Tieu Thuyet 19,tieu-thuyet-19-2e0a,tieu-thuyet,sach-luu-tru,274000,191800.0,171,NEW,0.0,VN,922,2026-03-17
3c4117bf-d971-4d1a-bb99-3cf39846d5ac,Tieu Thuyet 20,tieu-thuyet-20-3c41,tieu-thuyet,sach-luu-tru,225000,157500.0,0,DISCONTINUED,3.6,US,4058,2025-09-01
b192aa06-db7f-4c2d-899b-15f246447069,Tieu Thuyet 21,tieu-thuyet-21-b192,tieu-thuyet,sach-luu-tru,223000,156100.0,85,SELLING,3.6,FR,3464,2025-09-25
d3bf7635-5523-4ccc-a918-841adb3e457f,Tieu Thuyet 22,tieu-thuyet-22-d3bf,tieu-thuyet,sach-luu-tru,97000,67900.0,94,SELLING,4.9,JP,1428,2025-06-03
418f9b84-a1aa-43e3-80a2-073a89a496b8,Tieu Thuyet 23,tieu-thuyet-23-418f,tieu-thuyet,sach-luu-tru,145000,101500.0,85,SELLING,4.9,GB,2736,2026-04-08
dd6f3403-d400-4d31-a479-1d7d23222475,Tieu Thuyet 24,tieu-thuyet-24-dd6f,tieu-thuyet,sach-luu-tru,223000,156100.0,0,DISCONTINUED,4.9,GB,1641,2025-08-18
cb73ad2a-a8f0-46f1-9f4d-8530e98edbef,Tieu Thuyet 25,tieu-thuyet-25-cb73,tieu-thuyet,sach-luu-tru,270000,189000.0,27,SELLING,4.6,FR,1489,2026-04-08
39c94918-9d25-42b5-8091-48e8af5192e2,Tieu Thuyet 26,tieu-thuyet-26-39c9,tieu-thuyet,sach-luu-tru,184000,128800.0,0,OUT_OF_STOCK,4.5,KR,1544,2025-11-17
c160e266-3604-49a7-9f02-022bcf43e06e,Tieu Thuyet 27,tieu-thuyet-27-c160,tieu-thuyet,sach-luu-tru,91000,63700.0,0,OUT_OF_STOCK,4.2,TH,2856,2025-08-03
10b3a444-a738-46b8-a861-92338f3b7f27,Tieu Thuyet 28,tieu-thuyet-28-10b3,tieu-thuyet,sach-luu-tru,222000,155400.0,0,DISCONTINUED,4.5,FR,3419,2025-06-22
80802c84-bf67-4204-8ecb-d0d9a2a2f1cf,Tieu Thuyet 29,tieu-thuyet-29-8080,tieu-thuyet,sach-luu-tru,139000,97300.0,89,SELLING,4.3,KR,4555,2025-07-09
4825c5ad-a22d-4499-80b6-c72502316fcc,Tieu Thuyet 30,tieu-thuyet-30-4825,tieu-thuyet,sach-luu-tru,195000,136500.0,0,OUT_OF_STOCK,4.7,VN,1476,2025-12-28
9d2ff97b-b33c-4caa-84b3-34b30efffa8c,Tieu Thuyet 31,tieu-thuyet-31-9d2f,tieu-thuyet,sach-luu-tru,278000,194600.0,15,NEW,0.0,GB,2141,2025-07-12
ccafc508-46fa-4525-8547-d1f191ed4ace,Tieu Thuyet 32,tieu-thuyet-32-ccaf,tieu-thuyet,sach-luu-tru,288000,201600.0,152,SELLING,3.6,CN,1568,2025-06-22
da210dc8-472c-4fff-a85e-a7830ac44226,Tieu Thuyet 33,tieu-thuyet-33-da21,tieu-thuyet,sach-luu-tru,276000,193200.0,0,DISCONTINUED,4.2,FR,1715,2025-06-23
06f53278-312a-46a5-9699-c5d39a16fe84,Tieu Thuyet 34,tieu-thuyet-34-06f5,tieu-thuyet,sach-luu-tru,278000,194600.0,96,SELLING,3.8,JP,3261,2026-05-01
746ff048-0e14-4025-b08d-c2931b00af93,Tieu Thuyet 35,tieu-thuyet-35-746f,tieu-thuyet,sach-luu-tru,260000,182000.0,109,SELLING,4.5,US,4199,2025-05-29
2319ca38-187e-447e-9c83-feadf43af862,Tieu Thuyet 36,tieu-thuyet-36-2319,tieu-thuyet,sach-luu-tru,140000,98000.0,0,DISCONTINUED,3.9,FR,1448,2025-09-10
df453a1a-2aed-4383-a6f7-19ac489e9091,Tieu Thuyet 37,tieu-thuyet-37-df45,tieu-thuyet,sach-luu-tru,267000,186900.0,166,NEW,0.0,GB,3647,2025-12-26
